100,0.051168
200,0.0489433
300,0.0489433
400,0.0533927
500,0.0456062
600,0.0478309
700,0.0456062
800,0.051168
900,0.0567297
1000,0.0533927
1100,0.054505
1200,0.0522803
1300,0.0500556
1400,0.0500556
1500,0.0522803
1600,0.051168
1700,0.0500556
1800,0.0489433
1900,0.0489433
2000,0.0489433
2100,0.0500556
2200,0.0500556
2300,0.0500556
2400,0.0500556
2500,0.0500556
2600,0.0500556
2700,0.0500556
2800,0.0500556
2900,0.0500556
3000,0.051168
3100,0.051168
3200,0.051168
3300,0.051168
3400,0.051168
3500,0.051168
3600,0.051168
3700,0.0522803
3800,0.0533927
3900,0.0533927
4000,0.0556174
4100,0.0567297
4200,0.0567297
4300,0.0567297
4400,0.0567297
4500,0.0556174
4600,0.0556174
4700,0.0556174
4800,0.0556174
4900,0.0556174
5000,0.0556174
5100,0.0556174
5200,0.0556174
5300,0.0567297
5400,0.0567297
5500,0.0567297
5600,0.0567297
5700,0.057842
5800,0.0589544
5900,0.0589544
6000,0.0589544
6100,0.0589544
6200,0.057842
6300,0.057842
6400,0.057842
6500,0.057842
6600,0.0589544
6700,0.0589544
6800,0.0600667
6900,0.0600667
7000,0.0600667
7100,0.0600667
7200,0.0600667
7300,0.0611791
7400,0.0600667
7500,0.0600667
7600,0.0600667
7700,0.0600667
7800,0.0600667
7900,0.0600667
8000,0.0589544
8100,0.0589544
8200,0.0589544
8300,0.0589544
8400,0.0589544
8500,0.0589544
8600,0.0589544
8700,0.0589544
8800,0.0589544
8900,0.0589544
9000,0.0589544
9100,0.0589544
9200,0.0589544
9300,0.0589544
9400,0.0567297
9500,0.0567297
9600,0.057842
9700,0.0589544
9800,0.0589544
9900,0.0589544
10000,0.0589544
10100,0.0589544
10200,0.0589544
10300,0.0600667
10400,0.0600667
10500,0.0600667
10600,0.0600667
10700,0.0600667
10800,0.0600667
10900,0.0600667
11000,0.0600667
11100,0.0600667
11200,0.0600667
11300,0.0600667
11400,0.0600667
11500,0.0600667
11600,0.0611791
11700,0.0611791
11800,0.0611791
11900,0.0611791
12000,0.0611791
12100,0.0611791
12200,0.0611791
12300,0.0611791
12400,0.0611791
12500,0.0611791
12600,0.0611791
12700,0.0611791
12800,0.0611791
12900,0.0611791
13000,0.0611791
13100,0.0611791
13200,0.0611791
13300,0.0600667
13400,0.0600667
13500,0.0600667
13600,0.0600667
13700,0.0600667
13800,0.0600667
13900,0.0600667
14000,0.0600667
14100,0.0600667
14200,0.0600667
14300,0.0589544
14400,0.0589544
14500,0.0589544
14600,0.0589544
14700,0.0589544
14800,0.0589544
14900,0.0589544
15000,0.0589544
15100,0.0589544
15200,0.0589544
15300,0.0589544
15400,0.0589544
15500,0.0589544
15600,0.0589544
15700,0.0589544
15800,0.0589544
15900,0.0589544
16000,0.0589544
16100,0.0589544
16200,0.0589544
16300,0.0589544
16400,0.0589544
16500,0.0589544
16600,0.0589544
16700,0.0589544
16800,0.0589544
16900,0.0600667
17000,0.0600667
17100,0.0600667
17200,0.0600667
17300,0.0600667
17400,0.0600667
17500,0.0600667
17600,0.0600667
17700,0.0600667
17800,0.0600667
17900,0.0600667
18000,0.0600667
18100,0.0600667
18200,0.0600667
18300,0.0589544
18400,0.0589544
18500,0.0589544
18600,0.0589544
18700,0.0600667
18800,0.0600667
18900,0.0600667
19000,0.0600667
19100,0.0600667
19200,0.0600667
19300,0.0600667
19400,0.0600667
19500,0.0600667
19600,0.0600667
19700,0.0600667
19800,0.0600667
19900,0.0600667
20000,0.0600667
20100,0.0600667
20200,0.0600667
20300,0.0600667
20400,0.0600667
20500,0.0600667
20600,0.0600667
20700,0.0600667
20800,0.0611791
20900,0.0611791
21000,0.0611791
21100,0.0611791
21200,0.0611791
21300,0.0622914
21400,0.0622914
21500,0.0622914
21600,0.0622914
21700,0.0622914
21800,0.0622914
21900,0.0622914
22000,0.0622914
22100,0.0622914
22200,0.0634038
22300,0.0634038
22400,0.0634038
22500,0.0634038
22600,0.0634038
22700,0.0634038
22800,0.0634038
22900,0.0634038
23000,0.0634038
23100,0.0634038
23200,0.0634038
23300,0.0634038
23400,0.0634038
23500,0.0634038
23600,0.0634038
23700,0.0622914
23800,0.0622914
23900,0.0622914
24000,0.0622914
24100,0.0622914
24200,0.0622914
24300,0.0622914
24400,0.0622914
24500,0.0622914
24600,0.0622914
24700,0.0622914
24800,0.0622914
24900,0.0622914
25000,0.0656285
25100,0.0656285
25200,0.0656285
25300,0.0656285
25400,0.0656285
25500,0.0656285
25600,0.0656285
25700,0.0656285
25800,0.0645161
25900,0.0634038
26000,0.0634038
26100,0.0634038
26200,0.0634038
26300,0.0634038
26400,0.0634038
26500,0.0634038
26600,0.0634038
26700,0.0622914
26800,0.0622914
26900,0.0622914
27000,0.0622914
27100,0.0622914
27200,0.0622914
27300,0.0622914
27400,0.0622914
27500,0.0622914
27600,0.0611791
27700,0.0611791
27800,0.0589544
27900,0.0589544
28000,0.0589544
28100,0.0589544
28200,0.0589544
28300,0.0600667
28400,0.0600667
28500,0.0600667
28600,0.0600667
28700,0.0611791
28800,0.0611791
28900,0.0611791
29000,0.0611791
29100,0.0611791
29200,0.0611791
29300,0.0611791
29400,0.0611791
29500,0.0611791
29600,0.0611791
29700,0.0611791
29800,0.0611791
29900,0.0611791
30000,0.0611791
30100,0.0611791
30200,0.0611791
30300,0.0611791
30400,0.0611791
30500,0.0622914
30600,0.0622914
30700,0.0622914
30800,0.0622914
30900,0.0622914
31000,0.0622914
31100,0.0622914
31200,0.0622914
31300,0.0622914
31400,0.0622914
31500,0.0622914
31600,0.0622914
31700,0.0622914
31800,0.0622914
31900,0.0622914
32000,0.0622914
32100,0.0622914
32200,0.0622914
32300,0.0622914
32400,0.0622914
32500,0.0622914
32600,0.0622914
32700,0.0622914
32800,0.0622914
32900,0.0622914
33000,0.0622914
33100,0.0622914
33200,0.0622914
33300,0.0622914
33400,0.0622914
33500,0.0622914
33600,0.0622914
33700,0.0622914
33800,0.0622914
33900,0.0622914
34000,0.0622914
34100,0.0622914
34200,0.0622914
34300,0.0611791
34400,0.0611791
34500,0.0622914
34600,0.0622914
34700,0.0622914
34800,0.0622914
34900,0.0622914
35000,0.0622914
35100,0.0622914
35200,0.0622914
35300,0.0622914
35400,0.0622914
35500,0.0622914
35600,0.0622914
35700,0.0622914
35800,0.0622914
35900,0.0622914
36000,0.0622914
36100,0.0622914
36200,0.0622914
36300,0.0622914
36400,0.0622914
36500,0.0622914
36600,0.0622914
36700,0.0622914
36800,0.0622914
36900,0.0622914
37000,0.0634038
37100,0.0634038
37200,0.0634038
37300,0.0634038
37400,0.0634038
37500,0.0622914
37600,0.0622914
37700,0.0622914
37800,0.0622914
37900,0.0622914
38000,0.0622914
